AAM,Conversion
[NH2:1][c:2]1[n:3][cH:4][n:5][c:6]2[c:7]1[n:8][cH:9][n:10]2[CH:11]1[O:12][CH:13]([CH2:14][O:15][P:16](=[O:17])([OH:18])[O:19][P:20](=[O:21])([OH:22])[NH:23][P:24](=[O:25])([OH:26])[OH:27])[CH:28]([OH:29])[CH:30]1[OH:31].[OH2:32]>>[NH2:1][c:2]1[n:3][cH:4][n:5][c:6]2[c:7]1[n:8][cH:9][n:10]2[CH:11]1[O:12][CH:13]([CH2:14][O:15][P:16](=[O:17])([OH:18])[O:19][P:20](=[O:21])([OH:22])[NH2:23])[CH:28]([OH:29])[CH:30]1[OH:31].[P:24](=[O:25])([OH:26])([OH:27])[OH:32],0.0
[NH2:1][c:2]1[n:3][cH:4][n:5][c:6]2[c:7]1[n:8][cH:9][n:10]2[CH:11]1[O:12][CH:13]([CH2:14][O:15][P:16](=[O:17])([OH:18])[O:19][P:20](=[O:21])([OH:22])[NH:23][P:24](=[O:25])([OH:26])[OH:27])[CH:28]([OH:29])[CH:30]1[OH:31].[OH2:32]>>[NH2:1][c:2]1[n:3][cH:4][n:5][c:6]2[c:7]1[n:8][cH:9][n:10]2[CH:11]1[O:12][CH:13]([CH2:14][O:15][P:16](=[O:17])([OH:18])[O:19][P:20](=[O:21])([OH:22])[NH2:23])[CH:28]([OH:29])[CH:30]1[OH:31].[P:24](=[O:25])([OH:26])([OH:27])[OH:32],0.135
[NH2:1][c:2]1[n:3][cH:4][n:5][c:6]2[c:7]1[n:8][cH:9][n:10]2[CH:11]1[O:12][CH:13]([CH2:14][O:15][P:16](=[O:17])([OH:18])[O:19][P:20](=[O:21])([OH:22])[NH:23][P:24](=[O:25])([OH:26])[OH:27])[CH:28]([OH:29])[CH:30]1[OH:31].[OH2:32]>>[NH2:1][c:2]1[n:3][cH:4][n:5][c:6]2[c:7]1[n:8][cH:9][n:10]2[CH:11]1[O:12][CH:13]([CH2:14][O:15][P:16](=[O:17])([OH:18])[O:19][P:20](=[O:21])([OH:22])[NH2:23])[CH:28]([OH:29])[CH:30]1[OH:31].[P:24](=[O:25])([OH:26])([OH:27])[OH:32],0.0689999999999999
[NH2:1][c:2]1[n:3][cH:4][n:5][c:6]2[c:7]1[n:8][cH:9][n:10]2[CH:11]1[O:12][CH:13]([CH2:14][O:15][P:16](=[O:17])([OH:18])[O:19][P:20](=[O:21])([OH:22])[NH:23][P:24](=[O:25])([OH:26])[OH:27])[CH:28]([OH:29])[CH:30]1[OH:31].[OH2:32]>>[NH2:1][c:2]1[n:3][cH:4][n:5][c:6]2[c:7]1[n:8][cH:9][n:10]2[CH:11]1[O:12][CH:13]([CH2:14][O:15][P:16](=[O:17])([OH:18])[O:19][P:20](=[O:21])([OH:22])[NH2:23])[CH:28]([OH:29])[CH:30]1[OH:31].[P:24](=[O:25])([OH:26])([OH:27])[OH:32],0.325
[NH2:1][c:2]1[n:3][cH:4][n:5][c:6]2[c:7]1[n:8][cH:9][n:10]2[CH:11]1[O:12][CH:13]([CH2:14][O:15][P:16](=[O:17])([OH:18])[O:19][P:20](=[O:21])([OH:22])[NH:23][P:24](=[O:25])([OH:26])[OH:27])[CH:28]([OH:29])[CH:30]1[OH:31].[OH2:32]>>[NH2:1][c:2]1[n:3][cH:4][n:5][c:6]2[c:7]1[n:8][cH:9][n:10]2[CH:11]1[O:12][CH:13]([CH2:14][O:15][P:16](=[O:17])([OH:18])[O:19][P:20](=[O:21])([OH:22])[NH2:23])[CH:28]([OH:29])[CH:30]1[OH:31].[P:24](=[O:25])([OH:26])([OH:27])[OH:32],0.182
[NH2:1][c:2]1[n:3][cH:4][n:5][c:6]2[c:7]1[n:8][cH:9][n:10]2[CH:11]1[O:12][CH:13]([CH2:14][O:15][P:16](=[O:17])([OH:18])[O:19][P:20](=[O:21])([OH:22])[NH:23][P:24](=[O:25])([OH:26])[OH:27])[CH:28]([OH:29])[CH:30]1[OH:31].[OH2:32]>>[NH2:1][c:2]1[n:3][cH:4][n:5][c:6]2[c:7]1[n:8][cH:9][n:10]2[CH:11]1[O:12][CH:13]([CH2:14][O:15][P:16](=[O:17])([OH:18])[O:19][P:20](=[O:21])([OH:22])[NH2:23])[CH:28]([OH:29])[CH:30]1[OH:31].[P:24](=[O:25])([OH:26])([OH:27])[OH:32],0.0
[NH2:1][c:2]1[n:3][cH:4][n:5][c:6]2[c:7]1[n:8][cH:9][n:10]2[CH:11]1[O:12][CH:13]([CH2:14][O:15][P:16](=[O:17])([OH:18])[O:19][P:20](=[O:21])([OH:22])[NH:23][P:24](=[O:25])([OH:26])[OH:27])[CH:28]([OH:29])[CH:30]1[OH:31].[OH2:32]>>[NH2:1][c:2]1[n:3][cH:4][n:5][c:6]2[c:7]1[n:8][cH:9][n:10]2[CH:11]1[O:12][CH:13]([CH2:14][O:15][P:16](=[O:17])([OH:18])[O:19][P:20](=[O:21])([OH:22])[NH2:23])[CH:28]([OH:29])[CH:30]1[OH:31].[P:24](=[O:25])([OH:26])([OH:27])[OH:32],0.072
[NH2:1][c:2]1[n:3][cH:4][n:5][c:6]2[c:7]1[n:8][cH:9][n:10]2[CH:11]1[O:12][CH:13]([CH2:14][O:15][P:16](=[O:17])([OH:18])[O:19][P:20](=[O:21])([OH:22])[NH:23][P:24](=[O:25])([OH:26])[OH:27])[CH:28]([OH:29])[CH:30]1[OH:31].[OH2:32]>>[NH2:1][c:2]1[n:3][cH:4][n:5][c:6]2[c:7]1[n:8][cH:9][n:10]2[CH:11]1[O:12][CH:13]([CH2:14][O:15][P:16](=[O:17])([OH:18])[O:19][P:20](=[O:21])([OH:22])[NH2:23])[CH:28]([OH:29])[CH:30]1[OH:31].[P:24](=[O:25])([OH:26])([OH:27])[OH:32],0.212
[NH2:1][c:2]1[n:3][cH:4][n:5][c:6]2[c:7]1[n:8][cH:9][n:10]2[CH:11]1[O:12][CH:13]([CH2:14][O:15][P:16](=[O:17])([OH:18])[O:19][P:20](=[O:21])([OH:22])[NH:23][P:24](=[O:25])([OH:26])[OH:27])[CH:28]([OH:29])[CH:30]1[OH:31].[OH2:32]>>[NH2:1][c:2]1[n:3][cH:4][n:5][c:6]2[c:7]1[n:8][cH:9][n:10]2[CH:11]1[O:12][CH:13]([CH2:14][O:15][P:16](=[O:17])([OH:18])[O:19][P:20](=[O:21])([OH:22])[NH2:23])[CH:28]([OH:29])[CH:30]1[OH:31].[P:24](=[O:25])([OH:26])([OH:27])[OH:32],0.351
[NH2:1][c:2]1[n:3][cH:4][n:5][c:6]2[c:7]1[n:8][cH:9][n:10]2[CH:11]1[O:12][CH:13]([CH2:14][O:15][P:16](=[O:17])([OH:18])[O:19][P:20](=[O:21])([OH:22])[NH:23][P:24](=[O:25])([OH:26])[OH:27])[CH:28]([OH:29])[CH:30]1[OH:31].[OH2:32]>>[NH2:1][c:2]1[n:3][cH:4][n:5][c:6]2[c:7]1[n:8][cH:9][n:10]2[CH:11]1[O:12][CH:13]([CH2:14][O:15][P:16](=[O:17])([OH:18])[O:19][P:20](=[O:21])([OH:22])[NH2:23])[CH:28]([OH:29])[CH:30]1[OH:31].[P:24](=[O:25])([OH:26])([OH:27])[OH:32],0.0
[NH2:1][c:2]1[n:3][cH:4][n:5][c:6]2[c:7]1[n:8][cH:9][n:10]2[CH:11]1[O:12][CH:13]([CH2:14][O:15][P:16](=[O:17])([OH:18])[O:19][P:20](=[O:21])([OH:22])[NH:23][P:24](=[O:25])([OH:26])[OH:27])[CH:28]([OH:29])[CH:30]1[OH:31].[OH2:32]>>[NH2:1][c:2]1[n:3][cH:4][n:5][c:6]2[c:7]1[n:8][cH:9][n:10]2[CH:11]1[O:12][CH:13]([CH2:14][O:15][P:16](=[O:17])([OH:18])[O:19][P:20](=[O:21])([OH:22])[NH2:23])[CH:28]([OH:29])[CH:30]1[OH:31].[P:24](=[O:25])([OH:26])([OH:27])[OH:32],0.2459999999999998
[NH2:1][c:2]1[n:3][cH:4][n:5][c:6]2[c:7]1[n:8][cH:9][n:10]2[CH:11]1[O:12][CH:13]([CH2:14][O:15][P:16](=[O:17])([OH:18])[O:19][P:20](=[O:21])([OH:22])[NH:23][P:24](=[O:25])([OH:26])[OH:27])[CH:28]([OH:29])[CH:30]1[OH:31].[OH2:32]>>[NH2:1][c:2]1[n:3][cH:4][n:5][c:6]2[c:7]1[n:8][cH:9][n:10]2[CH:11]1[O:12][CH:13]([CH2:14][O:15][P:16](=[O:17])([OH:18])[O:19][P:20](=[O:21])([OH:22])[NH2:23])[CH:28]([OH:29])[CH:30]1[OH:31].[P:24](=[O:25])([OH:26])([OH:27])[OH:32],0.0
[NH2:1][c:2]1[n:3][cH:4][n:5][c:6]2[c:7]1[n:8][cH:9][n:10]2[CH:11]1[O:12][CH:13]([CH2:14][O:15][P:16](=[O:17])([OH:18])[O:19][P:20](=[O:21])([OH:22])[NH:23][P:24](=[O:25])([OH:26])[OH:27])[CH:28]([OH:29])[CH:30]1[OH:31].[OH2:32]>>[NH2:1][c:2]1[n:3][cH:4][n:5][c:6]2[c:7]1[n:8][cH:9][n:10]2[CH:11]1[O:12][CH:13]([CH2:14][O:15][P:16](=[O:17])([OH:18])[O:19][P:20](=[O:21])([OH:22])[NH2:23])[CH:28]([OH:29])[CH:30]1[OH:31].[P:24](=[O:25])([OH:26])([OH:27])[OH:32],0.017
[NH2:1][c:2]1[n:3][cH:4][n:5][c:6]2[c:7]1[n:8][cH:9][n:10]2[CH:11]1[O:12][CH:13]([CH2:14][O:15][P:16](=[O:17])([OH:18])[O:19][P:20](=[O:21])([OH:22])[NH:23][P:24](=[O:25])([OH:26])[OH:27])[CH:28]([OH:29])[CH:30]1[OH:31].[OH2:32]>>[NH2:1][c:2]1[n:3][cH:4][n:5][c:6]2[c:7]1[n:8][cH:9][n:10]2[CH:11]1[O:12][CH:13]([CH2:14][O:15][P:16](=[O:17])([OH:18])[O:19][P:20](=[O:21])([OH:22])[NH2:23])[CH:28]([OH:29])[CH:30]1[OH:31].[P:24](=[O:25])([OH:26])([OH:27])[OH:32],0.15
[NH2:1][c:2]1[n:3][cH:4][n:5][c:6]2[c:7]1[n:8][cH:9][n:10]2[CH:11]1[O:12][CH:13]([CH2:14][O:15][P:16](=[O:17])([OH:18])[O:19][P:20](=[O:21])([OH:22])[NH:23][P:24](=[O:25])([OH:26])[OH:27])[CH:28]([OH:29])[CH:30]1[OH:31].[OH2:32]>>[NH2:1][c:2]1[n:3][cH:4][n:5][c:6]2[c:7]1[n:8][cH:9][n:10]2[CH:11]1[O:12][CH:13]([CH2:14][O:15][P:16](=[O:17])([OH:18])[O:19][P:20](=[O:21])([OH:22])[NH2:23])[CH:28]([OH:29])[CH:30]1[OH:31].[P:24](=[O:25])([OH:26])([OH:27])[OH:32],0.0
[NH2:1][c:2]1[n:3][cH:4][n:5][c:6]2[c:7]1[n:8][cH:9][n:10]2[CH:11]1[O:12][CH:13]([CH2:14][O:15][P:16](=[O:17])([OH:18])[O:19][P:20](=[O:21])([OH:22])[NH:23][P:24](=[O:25])([OH:26])[OH:27])[CH:28]([OH:29])[CH:30]1[OH:31].[OH2:32]>>[NH2:1][c:2]1[n:3][cH:4][n:5][c:6]2[c:7]1[n:8][cH:9][n:10]2[CH:11]1[O:12][CH:13]([CH2:14][O:15][P:16](=[O:17])([OH:18])[O:19][P:20](=[O:21])([OH:22])[NH2:23])[CH:28]([OH:29])[CH:30]1[OH:31].[P:24](=[O:25])([OH:26])([OH:27])[OH:32],0.1245
[NH2:1][c:2]1[n:3][cH:4][n:5][c:6]2[c:7]1[n:8][cH:9][n:10]2[CH:11]1[O:12][CH:13]([CH2:14][O:15][P:16](=[O:17])([OH:18])[O:19][P:20](=[O:21])([OH:22])[NH:23][P:24](=[O:25])([OH:26])[OH:27])[CH:28]([OH:29])[CH:30]1[OH:31].[OH2:32]>>[NH2:1][c:2]1[n:3][cH:4][n:5][c:6]2[c:7]1[n:8][cH:9][n:10]2[CH:11]1[O:12][CH:13]([CH2:14][O:15][P:16](=[O:17])([OH:18])[O:19][P:20](=[O:21])([OH:22])[NH2:23])[CH:28]([OH:29])[CH:30]1[OH:31].[P:24](=[O:25])([OH:26])([OH:27])[OH:32],0.0
[NH2:1][c:2]1[n:3][cH:4][n:5][c:6]2[c:7]1[n:8][cH:9][n:10]2[CH:11]1[O:12][CH:13]([CH2:14][O:15][P:16](=[O:17])([OH:18])[O:19][P:20](=[O:21])([OH:22])[NH:23][P:24](=[O:25])([OH:26])[OH:27])[CH:28]([OH:29])[CH:30]1[OH:31].[OH2:32]>>[NH2:1][c:2]1[n:3][cH:4][n:5][c:6]2[c:7]1[n:8][cH:9][n:10]2[CH:11]1[O:12][CH:13]([CH2:14][O:15][P:16](=[O:17])([OH:18])[O:19][P:20](=[O:21])([OH:22])[NH2:23])[CH:28]([OH:29])[CH:30]1[OH:31].[P:24](=[O:25])([OH:26])([OH:27])[OH:32],0.0904999999999999
[NH2:1][c:2]1[n:3][cH:4][n:5][c:6]2[c:7]1[n:8][cH:9][n:10]2[CH:11]1[O:12][CH:13]([CH2:14][O:15][P:16](=[O:17])([OH:18])[O:19][P:20](=[O:21])([OH:22])[NH:23][P:24](=[O:25])([OH:26])[OH:27])[CH:28]([OH:29])[CH:30]1[OH:31].[OH2:32]>>[NH2:1][c:2]1[n:3][cH:4][n:5][c:6]2[c:7]1[n:8][cH:9][n:10]2[CH:11]1[O:12][CH:13]([CH2:14][O:15][P:16](=[O:17])([OH:18])[O:19][P:20](=[O:21])([OH:22])[NH2:23])[CH:28]([OH:29])[CH:30]1[OH:31].[P:24](=[O:25])([OH:26])([OH:27])[OH:32],0.079
[NH2:1][c:2]1[n:3][cH:4][n:5][c:6]2[c:7]1[n:8][cH:9][n:10]2[CH:11]1[O:12][CH:13]([CH2:14][O:15][P:16](=[O:17])([OH:18])[O:19][P:20](=[O:21])([OH:22])[NH:23][P:24](=[O:25])([OH:26])[OH:27])[CH:28]([OH:29])[CH:30]1[OH:31].[OH2:32]>>[NH2:1][c:2]1[n:3][cH:4][n:5][c:6]2[c:7]1[n:8][cH:9][n:10]2[CH:11]1[O:12][CH:13]([CH2:14][O:15][P:16](=[O:17])([OH:18])[O:19][P:20](=[O:21])([OH:22])[NH2:23])[CH:28]([OH:29])[CH:30]1[OH:31].[P:24](=[O:25])([OH:26])([OH:27])[OH:32],0.0375
[NH2:1][c:2]1[n:3][cH:4][n:5][c:6]2[c:7]1[n:8][cH:9][n:10]2[CH:11]1[O:12][CH:13]([CH2:14][O:15][P:16](=[O:17])([OH:18])[O:19][P:20](=[O:21])([OH:22])[NH:23][P:24](=[O:25])([OH:26])[OH:27])[CH:28]([OH:29])[CH:30]1[OH:31].[OH2:32]>>[NH2:1][c:2]1[n:3][cH:4][n:5][c:6]2[c:7]1[n:8][cH:9][n:10]2[CH:11]1[O:12][CH:13]([CH2:14][O:15][P:16](=[O:17])([OH:18])[O:19][P:20](=[O:21])([OH:22])[NH2:23])[CH:28]([OH:29])[CH:30]1[OH:31].[P:24](=[O:25])([OH:26])([OH:27])[OH:32],0.3745
[NH2:1][c:2]1[n:3][cH:4][n:5][c:6]2[c:7]1[n:8][cH:9][n:10]2[CH:11]1[O:12][CH:13]([CH2:14][O:15][P:16](=[O:17])([OH:18])[O:19][P:20](=[O:21])([OH:22])[NH:23][P:24](=[O:25])([OH:26])[OH:27])[CH:28]([OH:29])[CH:30]1[OH:31].[OH2:32]>>[NH2:1][c:2]1[n:3][cH:4][n:5][c:6]2[c:7]1[n:8][cH:9][n:10]2[CH:11]1[O:12][CH:13]([CH2:14][O:15][P:16](=[O:17])([OH:18])[O:19][P:20](=[O:21])([OH:22])[NH2:23])[CH:28]([OH:29])[CH:30]1[OH:31].[P:24](=[O:25])([OH:26])([OH:27])[OH:32],0.0295
[NH2:1][c:2]1[n:3][cH:4][n:5][c:6]2[c:7]1[n:8][cH:9][n:10]2[CH:11]1[O:12][CH:13]([CH2:14][O:15][P:16](=[O:17])([OH:18])[O:19][P:20](=[O:21])([OH:22])[NH:23][P:24](=[O:25])([OH:26])[OH:27])[CH:28]([OH:29])[CH:30]1[OH:31].[OH2:32]>>[NH2:1][c:2]1[n:3][cH:4][n:5][c:6]2[c:7]1[n:8][cH:9][n:10]2[CH:11]1[O:12][CH:13]([CH2:14][O:15][P:16](=[O:17])([OH:18])[O:19][P:20](=[O:21])([OH:22])[NH2:23])[CH:28]([OH:29])[CH:30]1[OH:31].[P:24](=[O:25])([OH:26])([OH:27])[OH:32],0.0
[NH2:1][c:2]1[n:3][cH:4][n:5][c:6]2[c:7]1[n:8][cH:9][n:10]2[CH:11]1[O:12][CH:13]([CH2:14][O:15][P:16](=[O:17])([OH:18])[O:19][P:20](=[O:21])([OH:22])[NH:23][P:24](=[O:25])([OH:26])[OH:27])[CH:28]([OH:29])[CH:30]1[OH:31].[OH2:32]>>[NH2:1][c:2]1[n:3][cH:4][n:5][c:6]2[c:7]1[n:8][cH:9][n:10]2[CH:11]1[O:12][CH:13]([CH2:14][O:15][P:16](=[O:17])([OH:18])[O:19][P:20](=[O:21])([OH:22])[NH2:23])[CH:28]([OH:29])[CH:30]1[OH:31].[P:24](=[O:25])([OH:26])([OH:27])[OH:32],0.1375
[NH2:1][c:2]1[n:3][cH:4][n:5][c:6]2[c:7]1[n:8][cH:9][n:10]2[CH:11]1[O:12][CH:13]([CH2:14][O:15][P:16](=[O:17])([OH:18])[O:19][P:20](=[O:21])([OH:22])[NH:23][P:24](=[O:25])([OH:26])[OH:27])[CH:28]([OH:29])[CH:30]1[OH:31].[OH2:32]>>[NH2:1][c:2]1[n:3][cH:4][n:5][c:6]2[c:7]1[n:8][cH:9][n:10]2[CH:11]1[O:12][CH:13]([CH2:14][O:15][P:16](=[O:17])([OH:18])[O:19][P:20](=[O:21])([OH:22])[NH2:23])[CH:28]([OH:29])[CH:30]1[OH:31].[P:24](=[O:25])([OH:26])([OH:27])[OH:32],0.0
[NH2:1][c:2]1[n:3][cH:4][n:5][c:6]2[c:7]1[n:8][cH:9][n:10]2[CH:11]1[O:12][CH:13]([CH2:14][O:15][P:16](=[O:17])([OH:18])[O:19][P:20](=[O:21])([OH:22])[NH:23][P:24](=[O:25])([OH:26])[OH:27])[CH:28]([OH:29])[CH:30]1[OH:31].[OH2:32]>>[NH2:1][c:2]1[n:3][cH:4][n:5][c:6]2[c:7]1[n:8][cH:9][n:10]2[CH:11]1[O:12][CH:13]([CH2:14][O:15][P:16](=[O:17])([OH:18])[O:19][P:20](=[O:21])([OH:22])[NH2:23])[CH:28]([OH:29])[CH:30]1[OH:31].[P:24](=[O:25])([OH:26])([OH:27])[OH:32],0.4305
[NH2:1][c:2]1[n:3][cH:4][n:5][c:6]2[c:7]1[n:8][cH:9][n:10]2[CH:11]1[O:12][CH:13]([CH2:14][O:15][P:16](=[O:17])([OH:18])[O:19][P:20](=[O:21])([OH:22])[NH:23][P:24](=[O:25])([OH:26])[OH:27])[CH:28]([OH:29])[CH:30]1[OH:31].[OH2:32]>>[NH2:1][c:2]1[n:3][cH:4][n:5][c:6]2[c:7]1[n:8][cH:9][n:10]2[CH:11]1[O:12][CH:13]([CH2:14][O:15][P:16](=[O:17])([OH:18])[O:19][P:20](=[O:21])([OH:22])[NH2:23])[CH:28]([OH:29])[CH:30]1[OH:31].[P:24](=[O:25])([OH:26])([OH:27])[OH:32],0.1164
[NH2:1][c:2]1[n:3][cH:4][n:5][c:6]2[c:7]1[n:8][cH:9][n:10]2[CH:11]1[O:12][CH:13]([CH2:14][O:15][P:16](=[O:17])([OH:18])[O:19][P:20](=[O:21])([OH:22])[NH:23][P:24](=[O:25])([OH:26])[OH:27])[CH:28]([OH:29])[CH:30]1[OH:31].[OH2:32]>>[NH2:1][c:2]1[n:3][cH:4][n:5][c:6]2[c:7]1[n:8][cH:9][n:10]2[CH:11]1[O:12][CH:13]([CH2:14][O:15][P:16](=[O:17])([OH:18])[O:19][P:20](=[O:21])([OH:22])[NH2:23])[CH:28]([OH:29])[CH:30]1[OH:31].[P:24](=[O:25])([OH:26])([OH:27])[OH:32],0.0
[NH2:1][c:2]1[n:3][cH:4][n:5][c:6]2[c:7]1[n:8][cH:9][n:10]2[CH:11]1[O:12][CH:13]([CH2:14][O:15][P:16](=[O:17])([OH:18])[O:19][P:20](=[O:21])([OH:22])[NH:23][P:24](=[O:25])([OH:26])[OH:27])[CH:28]([OH:29])[CH:30]1[OH:31].[OH2:32]>>[NH2:1][c:2]1[n:3][cH:4][n:5][c:6]2[c:7]1[n:8][cH:9][n:10]2[CH:11]1[O:12][CH:13]([CH2:14][O:15][P:16](=[O:17])([OH:18])[O:19][P:20](=[O:21])([OH:22])[NH2:23])[CH:28]([OH:29])[CH:30]1[OH:31].[P:24](=[O:25])([OH:26])([OH:27])[OH:32],0.3485000000000001
[NH2:1][c:2]1[n:3][cH:4][n:5][c:6]2[c:7]1[n:8][cH:9][n:10]2[CH:11]1[O:12][CH:13]([CH2:14][O:15][P:16](=[O:17])([OH:18])[O:19][P:20](=[O:21])([OH:22])[NH:23][P:24](=[O:25])([OH:26])[OH:27])[CH:28]([OH:29])[CH:30]1[OH:31].[OH2:32]>>[NH2:1][c:2]1[n:3][cH:4][n:5][c:6]2[c:7]1[n:8][cH:9][n:10]2[CH:11]1[O:12][CH:13]([CH2:14][O:15][P:16](=[O:17])([OH:18])[O:19][P:20](=[O:21])([OH:22])[NH2:23])[CH:28]([OH:29])[CH:30]1[OH:31].[P:24](=[O:25])([OH:26])([OH:27])[OH:32],0.3015
[NH2:1][c:2]1[n:3][cH:4][n:5][c:6]2[c:7]1[n:8][cH:9][n:10]2[CH:11]1[O:12][CH:13]([CH2:14][O:15][P:16](=[O:17])([OH:18])[O:19][P:20](=[O:21])([OH:22])[NH:23][P:24](=[O:25])([OH:26])[OH:27])[CH:28]([OH:29])[CH:30]1[OH:31].[OH2:32]>>[NH2:1][c:2]1[n:3][cH:4][n:5][c:6]2[c:7]1[n:8][cH:9][n:10]2[CH:11]1[O:12][CH:13]([CH2:14][O:15][P:16](=[O:17])([OH:18])[O:19][P:20](=[O:21])([OH:22])[NH2:23])[CH:28]([OH:29])[CH:30]1[OH:31].[P:24](=[O:25])([OH:26])([OH:27])[OH:32],0.4155
[NH2:1][c:2]1[n:3][cH:4][n:5][c:6]2[c:7]1[n:8][cH:9][n:10]2[CH:11]1[O:12][CH:13]([CH2:14][O:15][P:16](=[O:17])([OH:18])[O:19][P:20](=[O:21])([OH:22])[NH:23][P:24](=[O:25])([OH:26])[OH:27])[CH:28]([OH:29])[CH:30]1[OH:31].[OH2:32]>>[NH2:1][c:2]1[n:3][cH:4][n:5][c:6]2[c:7]1[n:8][cH:9][n:10]2[CH:11]1[O:12][CH:13]([CH2:14][O:15][P:16](=[O:17])([OH:18])[O:19][P:20](=[O:21])([OH:22])[NH2:23])[CH:28]([OH:29])[CH:30]1[OH:31].[P:24](=[O:25])([OH:26])([OH:27])[OH:32],0.0
[NH2:1][c:2]1[n:3][cH:4][n:5][c:6]2[c:7]1[n:8][cH:9][n:10]2[CH:11]1[O:12][CH:13]([CH2:14][O:15][P:16](=[O:17])([OH:18])[O:19][P:20](=[O:21])([OH:22])[NH:23][P:24](=[O:25])([OH:26])[OH:27])[CH:28]([OH:29])[CH:30]1[OH:31].[OH2:32]>>[NH2:1][c:2]1[n:3][cH:4][n:5][c:6]2[c:7]1[n:8][cH:9][n:10]2[CH:11]1[O:12][CH:13]([CH2:14][O:15][P:16](=[O:17])([OH:18])[O:19][P:20](=[O:21])([OH:22])[NH2:23])[CH:28]([OH:29])[CH:30]1[OH:31].[P:24](=[O:25])([OH:26])([OH:27])[OH:32],0.0
[NH2:1][c:2]1[n:3][cH:4][n:5][c:6]2[c:7]1[n:8][cH:9][n:10]2[CH:11]1[O:12][CH:13]([CH2:14][O:15][P:16](=[O:17])([OH:18])[O:19][P:20](=[O:21])([OH:22])[NH:23][P:24](=[O:25])([OH:26])[OH:27])[CH:28]([OH:29])[CH:30]1[OH:31].[OH2:32]>>[NH2:1][c:2]1[n:3][cH:4][n:5][c:6]2[c:7]1[n:8][cH:9][n:10]2[CH:11]1[O:12][CH:13]([CH2:14][O:15][P:16](=[O:17])([OH:18])[O:19][P:20](=[O:21])([OH:22])[NH2:23])[CH:28]([OH:29])[CH:30]1[OH:31].[P:24](=[O:25])([OH:26])([OH:27])[OH:32],0.0519999999999999
[NH2:1][c:2]1[n:3][cH:4][n:5][c:6]2[c:7]1[n:8][cH:9][n:10]2[CH:11]1[O:12][CH:13]([CH2:14][O:15][P:16](=[O:17])([OH:18])[O:19][P:20](=[O:21])([OH:22])[NH:23][P:24](=[O:25])([OH:26])[OH:27])[CH:28]([OH:29])[CH:30]1[OH:31].[OH2:32]>>[NH2:1][c:2]1[n:3][cH:4][n:5][c:6]2[c:7]1[n:8][cH:9][n:10]2[CH:11]1[O:12][CH:13]([CH2:14][O:15][P:16](=[O:17])([OH:18])[O:19][P:20](=[O:21])([OH:22])[NH2:23])[CH:28]([OH:29])[CH:30]1[OH:31].[P:24](=[O:25])([OH:26])([OH:27])[OH:32],0.0157999999999999
[NH2:1][c:2]1[n:3][cH:4][n:5][c:6]2[c:7]1[n:8][cH:9][n:10]2[CH:11]1[O:12][CH:13]([CH2:14][O:15][P:16](=[O:17])([OH:18])[O:19][P:20](=[O:21])([OH:22])[NH:23][P:24](=[O:25])([OH:26])[OH:27])[CH:28]([OH:29])[CH:30]1[OH:31].[OH2:32]>>[NH2:1][c:2]1[n:3][cH:4][n:5][c:6]2[c:7]1[n:8][cH:9][n:10]2[CH:11]1[O:12][CH:13]([CH2:14][O:15][P:16](=[O:17])([OH:18])[O:19][P:20](=[O:21])([OH:22])[NH2:23])[CH:28]([OH:29])[CH:30]1[OH:31].[P:24](=[O:25])([OH:26])([OH:27])[OH:32],0.0319999999999999
[NH2:1][c:2]1[n:3][cH:4][n:5][c:6]2[c:7]1[n:8][cH:9][n:10]2[CH:11]1[O:12][CH:13]([CH2:14][O:15][P:16](=[O:17])([OH:18])[O:19][P:20](=[O:21])([OH:22])[NH:23][P:24](=[O:25])([OH:26])[OH:27])[CH:28]([OH:29])[CH:30]1[OH:31].[OH2:32]>>[NH2:1][c:2]1[n:3][cH:4][n:5][c:6]2[c:7]1[n:8][cH:9][n:10]2[CH:11]1[O:12][CH:13]([CH2:14][O:15][P:16](=[O:17])([OH:18])[O:19][P:20](=[O:21])([OH:22])[NH2:23])[CH:28]([OH:29])[CH:30]1[OH:31].[P:24](=[O:25])([OH:26])([OH:27])[OH:32],0.0
[NH2:1][c:2]1[n:3][cH:4][n:5][c:6]2[c:7]1[n:8][cH:9][n:10]2[CH:11]1[O:12][CH:13]([CH2:14][O:15][P:16](=[O:17])([OH:18])[O:19][P:20](=[O:21])([OH:22])[NH:23][P:24](=[O:25])([OH:26])[OH:27])[CH:28]([OH:29])[CH:30]1[OH:31].[OH2:32]>>[NH2:1][c:2]1[n:3][cH:4][n:5][c:6]2[c:7]1[n:8][cH:9][n:10]2[CH:11]1[O:12][CH:13]([CH2:14][O:15][P:16](=[O:17])([OH:18])[O:19][P:20](=[O:21])([OH:22])[NH2:23])[CH:28]([OH:29])[CH:30]1[OH:31].[P:24](=[O:25])([OH:26])([OH:27])[OH:32],0.4009999999999999
